timestamp,room,waypoint,x,y,yaw
14:55:22.466739,kitchen,0,1.5,1.5,1.57
14:55:37.038960,kitchen,1,1.5,3.0,1.57
14:55:50.106964,kitchen,2,1.9,3.0,-1.57
14:55:58.577256,kitchen,3,1.9,1.5,-1.57
14:56:09.337129,kitchen,4,2.3,1.5,1.57
14:56:17.508518,kitchen,5,2.3,3.0,1.57
14:56:29.876864,kitchen,6,2.6999999999999997,3.0,-1.57
14:56:37.345419,kitchen,7,2.6999999999999997,1.5,-1.57
