timestamp,room,waypoint,x,y,yaw
12:57:14.459073,living_room,19,-4.2,-1.5000000000000013,3.141592653589793
12:57:19.018926,living_room,20,-4.2,-1.2000000000000013,0.0
12:57:23.773366,living_room,21,-0.8,-1.2000000000000013,0.0
