timestamp,room,waypoint,x,y,yaw
12:43:49.126198,bedroom,1,-0.8,0.8,0.0
12:44:10.682428,bedroom,2,-0.8,1.1,3.141592653589793
12:44:19.438904,bedroom,3,-4.2,1.1,3.141592653589793
