timestamp,room,waypoint,x,y,yaw
14:37:16.190066,kitchen,1,1.5,3.0,1.57
14:37:28.166653,kitchen,2,1.9,3.0,-1.57
14:37:35.633069,kitchen,3,1.9,1.5,-1.57
14:37:46.500986,kitchen,4,2.3,1.5,1.57
14:37:55.168577,kitchen,5,2.3,3.0,1.57
